,InterZone,All people,Area (hectares),simd1_pop,simd2_pop,simd3_pop,simd4_pop,simd5_pop,simdMostPop,simd1_percent,simd2_percent,simd3_percent,simd4_percent,simd5_percent
230,S02001466,4001,106,2520,565,0,916,0,1,0.6298425393651587,0.14121469632591852,0.0,0.22894276430892277,0.0
231,S02001467,4940,121,0,1429,1537,1974,0,4,0.0,0.28927125506072876,0.3111336032388664,0.39959514170040483,0.0
232,S02001468,3617,206,598,0,583,2436,0,4,0.16533038429637822,0.0,0.16118330107824164,0.6734863146253801,0.0
233,S02001469,4793,123,2494,2299,0,0,0,1,0.5203421656582516,0.47965783434174836,0.0,0.0,0.0
234,S02001470,3582,121,0,742,1217,0,1623,5,0.0,0.20714684533780012,0.3397543271915131,0.0,0.45309882747068675
235,S02001471,4585,161,2410,2175,0,0,0,1,0.5256270447110142,0.4743729552889858,0.0,0.0,0.0
236,S02001472,4317,80,3573,744,0,0,0,1,0.8276580958999306,0.1723419041000695,0.0,0.0,0.0
237,S02001473,5504,122,3707,857,940,0,0,1,0.6735101744186046,0.15570494186046513,0.17078488372093023,0.0,0.0
238,S02001474,5917,205,5280,637,0,0,0,1,0.8923440932905189,0.10765590670948115,0.0,0.0,0.0
239,S02001475,3614,1093,0,0,0,1105,2509,5,0.0,0.0,0.0,0.3057553956834532,0.6942446043165468
240,S02001476,3322,20263,2097,1225,0,0,0,1,0.6312462372065021,0.3687537627934979,0.0,0.0,0.0
241,S02001477,4123,3691,2206,1535,382,0,0,1,0.5350472956585011,0.37230172204705314,0.0926509822944458,0.0,0.0
242,S02001478,5154,14525,1287,1506,1783,578,0,3,0.24970896391152503,0.29220023282887075,0.34594489716724874,0.11214590609235545,0.0
243,S02001479,3205,84,1603,736,866,0,0,1,0.5001560062402496,0.2296411856474259,0.2702028081123245,0.0,0.0
244,S02001480,4099,117,867,0,2196,0,1036,3,0.21151500365942913,0.0,0.535740424493779,0.0,0.2527445718467919
245,S02001481,4871,49226,2143,994,1288,446,0,1,0.4399507288031205,0.204064873742558,0.2644220899199343,0.09156230753438718,0.0
246,S02001482,2860,246,1411,536,913,0,0,1,0.49335664335664337,0.1874125874125874,0.3192307692307692,0.0,0.0
247,S02001483,5072,164,2160,2912,0,0,0,2,0.42586750788643535,0.5741324921135647,0.0,0.0,0.0
248,S02001484,3967,184,0,2579,0,615,773,2,0.0,0.6501134358457272,0.0,0.15502898916057475,0.19485757499369802
249,S02001485,3819,201,2836,0,983,0,0,1,0.7426027755957056,0.0,0.2573972244042943,0.0,0.0
250,S02001486,5063,27567,0,0,0,5063,0,4,0.0,0.0,0.0,1.0,0.0
251,S02001487,4238,125,0,1525,0,874,1839,5,0.0,0.35983954695611137,0.0,0.20622935346861726,0.4339310995752714
252,S02001488,2695,64,896,740,0,0,1059,5,0.33246753246753247,0.274582560296846,0.0,0.0,0.3929499072356215
253,S02001489,3770,115,0,1971,1168,0,631,2,0.0,0.5228116710875331,0.30981432360742706,0.0,0.1673740053050398
254,S02001490,3053,145,1510,787,756,0,0,1,0.4945954798558795,0.2577792335407796,0.247625286603341,0.0,0.0
255,S02001491,4670,128,1345,938,1506,881,0,3,0.2880085653104925,0.20085653104925053,0.32248394004282654,0.18865096359743042,0.0
256,S02001492,6058,5294,1716,2369,1973,0,0,2,0.2832618025751073,0.39105315285572795,0.32568504456916475,0.0,0.0
257,S02001493,4583,111,4583,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
258,S02001494,4338,94,927,3411,0,0,0,2,0.21369294605809128,0.7863070539419087,0.0,0.0,0.0
259,S02001495,2981,196,2165,0,0,816,0,1,0.7262663535726266,0.0,0.0,0.27373364642737336,0.0
260,S02001496,3282,98,0,559,1475,1248,0,3,0.0,0.17032297379646558,0.4494210847044485,0.3802559414990859,0.0
261,S02001497,3039,111,923,777,825,514,0,1,0.3037183283974992,0.25567620927936824,0.2714708785784798,0.16913458374465284,0.0
262,S02001498,3802,67,722,1745,1335,0,0,2,0.1899000526038927,0.458968963703314,0.3511309836927933,0.0,0.0
263,S02001499,5832,163,0,0,0,2149,3683,5,0.0,0.0,0.0,0.36848422496570643,0.6315157750342936
264,S02001500,4547,96,3208,666,0,673,0,1,0.7055201231581263,0.14647020013195514,0.0,0.14800967670991863,0.0
265,S02001501,4523,154,3958,0,0,565,0,1,0.875082909573292,0.0,0.0,0.12491709042670794,0.0
266,S02001502,3648,126,1469,1557,0,622,0,2,0.40268640350877194,0.42680921052631576,0.0,0.17050438596491227,0.0
267,S02001503,5584,252,0,0,0,587,4997,5,0.0,0.0,0.0,0.10512177650429799,0.894878223495702
268,S02001504,3736,2524,0,1591,1460,685,0,2,0.0,0.42585653104925053,0.39079229122055675,0.18335117773019272,0.0
269,S02001505,2833,81,0,881,1952,0,0,3,0.0,0.3109777620896576,0.6890222379103423,0.0,0.0
270,S02001506,2896,1766,0,0,0,627,2269,5,0.0,0.0,0.0,0.21650552486187846,0.7834944751381215
271,S02001507,3487,413,0,1014,1659,0,814,3,0.0,0.2907943791224548,0.4757671350731288,0.0,0.2334384858044164
272,S02001508,3228,138,0,0,0,707,2521,5,0.0,0.0,0.0,0.21902106567534077,0.7809789343246593
273,S02001509,3954,1358,0,847,0,977,2130,5,0.0,0.21421345472938796,0.0,0.24709155285786547,0.5386949924127465
274,S02001510,2941,112,0,0,0,0,2941,5,0.0,0.0,0.0,0.0,1.0
275,S02001511,3518,121,0,0,0,0,3518,5,0.0,0.0,0.0,0.0,1.0
276,S02001512,4149,118,0,0,0,0,4149,5,0.0,0.0,0.0,0.0,1.0
277,S02001513,4196,149,0,701,0,0,3495,5,0.0,0.1670638703527169,0.0,0.0,0.8329361296472831
278,S02001514,2724,72,0,0,0,878,1846,5,0.0,0.0,0.0,0.3223201174743025,0.6776798825256976
279,S02001515,3612,132,0,0,0,1552,2060,5,0.0,0.0,0.0,0.42967884828349945,0.5703211517165006
280,S02001516,3252,120,0,0,0,0,3252,5,0.0,0.0,0.0,0.0,1.0
281,S02001517,2845,88,0,0,0,0,2845,5,0.0,0.0,0.0,0.0,1.0
282,S02001518,2917,1721,0,0,0,2917,0,4,0.0,0.0,0.0,1.0,0.0
283,S02001519,5299,129,0,0,0,1156,4143,5,0.0,0.0,0.0,0.21815436874882052,0.7818456312511795
284,S02001520,5860,222,0,0,0,3775,2085,4,0.0,0.0,0.0,0.64419795221843,0.35580204778157
285,S02001521,5059,167,785,2546,819,0,909,2,0.15516900573235817,0.503261514133228,0.16188970152203994,0.0,0.179679778612374
286,S02001522,2476,43,0,0,0,655,1821,5,0.0,0.0,0.0,0.26453957996768984,0.7354604200323102
287,S02001523,4176,106,0,0,0,915,3261,5,0.0,0.0,0.0,0.21910919540229884,0.7808908045977011
288,S02001524,5336,733,0,665,882,1435,2354,5,0.0,0.12462518740629686,0.16529235382308846,0.268928035982009,0.44115442278860567
289,S02001525,3432,101,0,0,0,0,3432,5,0.0,0.0,0.0,0.0,1.0
290,S02001526,3227,118,0,1852,0,0,1375,2,0.0,0.5739076541679579,0.0,0.0,0.42609234583204214
291,S02001527,4202,643,766,2407,0,0,1029,2,0.182294145644931,0.5728224654926226,0.0,0.0,0.24488338886244645
292,S02001528,4035,93,2638,1397,0,0,0,1,0.6537794299876084,0.3462205700123916,0.0,0.0,0.0
293,S02001529,3169,1164,0,913,0,0,2256,5,0.0,0.28810350268223417,0.0,0.0,0.7118964973177658
294,S02001530,2842,758,0,1307,1535,0,0,3,0.0,0.45988740323715693,0.5401125967628431,0.0,0.0
295,S02001531,3409,81,0,3409,0,0,0,2,0.0,1.0,0.0,0.0,0.0
296,S02001532,4055,856,0,0,919,3136,0,4,0.0,0.0,0.22663378545006166,0.7733662145499384,0.0
297,S02001533,4730,5928,989,995,0,2031,715,4,0.20909090909090908,0.21035940803382663,0.0,0.42938689217758985,0.1511627906976744
298,S02001534,5839,1617,0,3601,0,1450,788,2,0.0,0.6167151909573557,0.0,0.24833019352628874,0.13495461551635554
299,S02001535,4560,147,0,733,1839,1261,727,3,0.0,0.16074561403508772,0.40328947368421053,0.27653508771929824,0.1594298245614035
300,S02001536,3079,117,0,776,0,640,1663,5,0.0,0.252029879831114,0.0,0.2078596947060734,0.5401104254628126
301,S02001537,4844,78,0,2553,1649,642,0,2,0.0,0.5270437654830719,0.34042113955408754,0.13253509496284063,0.0
302,S02001538,4454,116,0,3063,1391,0,0,2,0.0,0.6876964526268523,0.31230354737314775,0.0,0.0
303,S02001539,2222,50,0,1592,630,0,0,2,0.0,0.7164716471647165,0.28352835283528355,0.0,0.0
304,S02001540,4957,91,1960,1490,567,0,940,1,0.3954004438168247,0.3005850312689127,0.11438369981843857,0.0,0.18963082509582407
305,S02001541,4183,102,0,2827,0,793,563,2,0.0,0.6758307434855367,0.0,0.18957685871384175,0.13459239780062157
306,S02001542,5967,418,0,1597,935,1308,2127,5,0.0,0.26763867940338526,0.15669515669515668,0.21920563097033685,0.3564605329311212
307,S02001543,6314,1342,1362,1238,2093,1621,0,3,0.21571111815014254,0.19607222046246436,0.33148558758314856,0.25673107380424454,0.0
308,S02001544,5658,698,0,1574,686,1918,1480,4,0.0,0.27819017320607986,0.12124425592082008,0.33898904206433367,0.26157652880876636
309,S02001545,2925,2698,387,864,1674,0,0,3,0.13230769230769232,0.2953846153846154,0.5723076923076923,0.0,0.0
310,S02001546,5465,4333,0,756,1662,1514,1533,3,0.0,0.1383348581884721,0.3041171088746569,0.27703568161024705,0.28051235132662394
311,S02001547,5633,27545,0,0,0,5633,0,4,0.0,0.0,0.0,1.0,0.0
312,S02001548,4088,138,0,0,2499,0,1589,3,0.0,0.0,0.6113013698630136,0.0,0.3886986301369863
313,S02001549,4777,142,0,2519,1449,809,0,2,0.0,0.5273184006698765,0.3033284488172493,0.1693531505128742,0.0
314,S02001550,4166,4472,0,0,612,1419,2135,5,0.0,0.0,0.1469035045607297,0.3406144983197312,0.5124819971195391
315,S02001551,3234,141,0,0,669,0,2565,5,0.0,0.0,0.20686456400742115,0.0,0.7931354359925789
316,S02001552,3687,2062,0,0,729,1560,1398,4,0.0,0.0,0.19772172497965826,0.4231082180634662,0.3791700569568755
317,S02001553,4894,20848,0,0,709,3411,774,4,0.0,0.0,0.1448712709440131,0.6969758888434818,0.1581528402125051
318,S02001554,4146,612,0,754,2500,892,0,3,0.0,0.18186203569705742,0.602990834539315,0.2151471297636276,0.0
319,S02001555,4625,155,0,617,0,2683,1325,4,0.0,0.1334054054054054,0.0,0.5801081081081081,0.2864864864864865
320,S02001556,6414,4409,813,846,1432,832,2491,5,0.12675397567820393,0.13189897100093545,0.22326161521671345,0.1297162457125039,0.3883691923916433
321,S02001557,3642,114,0,0,558,1907,1177,4,0.0,0.0,0.15321252059308071,0.5236133992311917,0.32317408017572763
322,S02001558,6000,342,3516,1122,949,0,413,1,0.586,0.187,0.15816666666666668,0.0,0.06883333333333333
323,S02001559,3946,281,0,1794,633,973,546,2,0.0,0.4546376077040041,0.16041561074505828,0.24657881398884945,0.1383679675620882
324,S02001560,4061,78,1789,2272,0,0,0,2,0.4405318886973652,0.5594681113026349,0.0,0.0,0.0
325,S02001561,5729,1096,0,0,0,990,4739,5,0.0,0.0,0.0,0.17280502705533252,0.8271949729446675
326,S02001562,6250,137,0,662,1616,906,3066,5,0.0,0.10592,0.25856,0.14496,0.49056
327,S02001563,3659,148,0,0,0,0,3659,5,0.0,0.0,0.0,0.0,1.0
328,S02001564,6034,3454,0,0,0,698,5336,5,0.0,0.0,0.0,0.1156778256546238,0.8843221743453762
329,S02001565,4647,5773,0,0,1355,1103,2189,5,0.0,0.0,0.2915859694426512,0.2373574349042393,0.47105659565310953
330,S02001566,3130,423,0,0,0,0,3130,5,0.0,0.0,0.0,0.0,1.0
331,S02001567,3531,210,0,727,926,1186,692,4,0.0,0.20589068252619655,0.26224865477201925,0.3358821863494761,0.19597847635230814
332,S02001568,6198,125,0,0,0,0,6198,5,0.0,0.0,0.0,0.0,1.0
333,S02001569,2958,67,0,0,0,0,2958,5,0.0,0.0,0.0,0.0,1.0
334,S02001570,3691,108,0,0,0,0,3691,5,0.0,0.0,0.0,0.0,1.0
335,S02001571,4640,116,0,0,0,0,4640,5,0.0,0.0,0.0,0.0,1.0
336,S02001572,4876,148,0,0,0,0,4876,5,0.0,0.0,0.0,0.0,1.0
337,S02001573,3440,108,0,0,0,0,3440,5,0.0,0.0,0.0,0.0,1.0
338,S02001574,3629,99,0,0,1389,1567,673,4,0.0,0.0,0.38275006888950125,0.4317993937723891,0.18545053733810968
339,S02001575,4099,140,0,941,0,2700,458,4,0.0,0.2295681873627714,0.0,0.6586972432300561,0.11173456940717248
340,S02001576,5796,4806,0,0,858,0,4938,5,0.0,0.0,0.14803312629399587,0.0,0.8519668737060041
341,S02001577,4782,811,0,0,1249,0,3533,5,0.0,0.0,0.26118778753659555,0.0,0.7388122124634044
342,S02001578,3050,216,0,0,0,666,2384,5,0.0,0.0,0.0,0.2183606557377049,0.7816393442622951
343,S02001579,3954,118,0,0,0,710,3244,5,0.0,0.0,0.0,0.17956499747091553,0.8204350025290845
344,S02001580,4295,1972,0,0,0,0,4295,5,0.0,0.0,0.0,0.0,1.0
345,S02001581,4112,302,0,0,0,1675,2437,5,0.0,0.0,0.0,0.4073443579766537,0.5926556420233463
346,S02001582,3223,38,2125,592,506,0,0,1,0.6593236115420416,0.1836798014272417,0.15699658703071673,0.0,0.0
347,S02001583,4534,72,3540,994,0,0,0,1,0.7807675341861491,0.2192324658138509,0.0,0.0,0.0
348,S02001584,3694,76,3694,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
349,S02001585,3121,42,0,744,2377,0,0,3,0.0,0.23838513297020186,0.7616148670297982,0.0,0.0
350,S02001586,3555,129,1586,1392,577,0,0,1,0.44613220815752463,0.39156118143459917,0.16230661040787622,0.0,0.0
351,S02001587,5770,109,3092,2678,0,0,0,1,0.5358752166377816,0.46412478336221835,0.0,0.0,0.0
352,S02001588,4596,90,598,2229,754,1015,0,2,0.13011314186248912,0.4849869451697128,0.16405570060922542,0.22084421235857268,0.0
353,S02001589,4817,91,0,1487,2571,759,0,3,0.0,0.3086983599750882,0.5337346896408554,0.15756695038405646,0.0
354,S02001590,4272,65,0,1481,1835,956,0,3,0.0,0.3466760299625468,0.42954119850187267,0.22378277153558052,0.0
355,S02001591,3563,43,402,772,0,1782,607,4,0.11282626999719338,0.21667134437271962,0.0,0.5001403311815885,0.17036205444849845
356,S02001592,5042,54,0,0,0,0,5042,5,0.0,0.0,0.0,0.0,1.0
357,S02001593,4843,194,0,0,0,0,4843,5,0.0,0.0,0.0,0.0,1.0
358,S02001594,4347,99,0,0,0,901,3446,5,0.0,0.0,0.0,0.20726938118242466,0.7927306188175753
359,S02001595,4291,136,0,0,0,0,4291,5,0.0,0.0,0.0,0.0,1.0
360,S02001596,3938,76,867,775,850,1446,0,4,0.22016251904520062,0.196800406297613,0.21584560690705942,0.36719146775012695,0.0
361,S02001597,2639,39,724,1191,0,724,0,2,0.27434634331186053,0.4513073133762789,0.0,0.27434634331186053,0.0
362,S02001598,5463,146,0,0,0,549,4914,5,0.0,0.0,0.0,0.10049423393739704,0.899505766062603
363,S02001599,4925,168,0,0,0,0,4925,5,0.0,0.0,0.0,0.0,1.0
364,S02001600,2797,674,0,0,952,1845,0,4,0.0,0.0,0.34036467643904184,0.6596353235609582,0.0
365,S02001601,2658,99,0,0,0,1860,798,4,0.0,0.0,0.0,0.6997742663656885,0.3002257336343115
366,S02001602,5272,111,4744,528,0,0,0,1,0.8998482549317147,0.10015174506828528,0.0,0.0,0.0
367,S02001603,3593,69,675,2918,0,0,0,2,0.18786529362649595,0.812134706373504,0.0,0.0,0.0
368,S02001604,4120,85,930,2397,793,0,0,2,0.22572815533980584,0.5817961165048544,0.1924757281553398,0.0,0.0
369,S02001605,3168,46,1601,679,888,0,0,1,0.5053661616161617,0.2143308080808081,0.2803030303030303,0.0,0.0
370,S02001606,3274,83,0,0,0,1715,1559,4,0.0,0.0,0.0,0.5238240684178375,0.4761759315821625
371,S02001607,3004,414,0,0,0,2198,806,4,0.0,0.0,0.0,0.7316910785619174,0.26830892143808255
372,S02001608,4895,85,0,4895,0,0,0,2,0.0,1.0,0.0,0.0,0.0
373,S02001609,6240,228,0,0,760,0,5480,5,0.0,0.0,0.12179487179487179,0.0,0.8782051282051282
374,S02001610,3474,109,0,1757,0,837,880,2,0.0,0.5057570523891768,0.0,0.24093264248704663,0.2533103051237766
375,S02001611,6070,70,0,0,0,1121,4949,5,0.0,0.0,0.0,0.18467874794069192,0.815321252059308
376,S02001612,5608,104,0,0,0,0,5608,5,0.0,0.0,0.0,0.0,1.0
377,S02001613,5277,37,0,0,0,779,4498,5,0.0,0.0,0.0,0.14762175478491568,0.8523782452150843
378,S02001614,5144,31,0,0,0,0,5144,5,0.0,0.0,0.0,0.0,1.0
379,S02001615,5575,126,0,0,0,0,5575,5,0.0,0.0,0.0,0.0,1.0
380,S02001616,5018,127,0,0,918,0,4100,5,0.0,0.0,0.18294141092068553,0.0,0.8170585890793145
381,S02001617,5758,38,0,0,0,1625,4133,5,0.0,0.0,0.0,0.28221604723862453,0.7177839527613755
382,S02001618,4468,23,0,0,731,1511,2226,5,0.0,0.0,0.1636078782452999,0.33818263205013427,0.4982094897045658
383,S02001619,6462,54,0,2832,3630,0,0,3,0.0,0.4382544103992572,0.5617455896007428,0.0,0.0
384,S02001620,6233,63,0,0,3406,2827,0,3,0.0,0.0,0.5464463340285577,0.4535536659714423,0.0
385,S02001621,6556,91,0,0,1064,0,5492,5,0.0,0.0,0.162294081757169,0.0,0.837705918242831
386,S02001622,5651,125,0,2717,2934,0,0,3,0.0,0.4807998584321359,0.5192001415678641,0.0,0.0
387,S02001623,5915,281,994,3507,1414,0,0,2,0.1680473372781065,0.5928994082840237,0.23905325443786982,0.0,0.0
388,S02001624,2507,46,0,963,1544,0,0,3,0.0,0.3841244515357,0.6158755484642999,0.0,0.0
389,S02001625,4072,64,0,0,1910,2162,0,4,0.0,0.0,0.46905697445972494,0.5309430255402751,0.0
390,S02001626,5407,208,0,909,0,2195,2303,5,0.0,0.1681154059552432,0.0,0.40595524320325505,0.42592935084150174
391,S02001627,3161,488,2577,584,0,0,0,1,0.8152483391331857,0.1847516608668143,0.0,0.0,0.0
392,S02001628,4330,74,3753,577,0,0,0,1,0.8667436489607391,0.13325635103926098,0.0,0.0,0.0
393,S02001629,3654,85,3654,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
394,S02001630,3270,247,0,508,1443,1319,0,3,0.0,0.15535168195718654,0.44128440366972477,0.40336391437308866,0.0
395,S02001631,5136,118,0,0,0,1810,3326,5,0.0,0.0,0.0,0.35241433021806856,0.6475856697819314
396,S02001632,3926,94,0,1592,1594,0,740,3,0.0,0.4055017829852267,0.40601120733571067,0.0,0.18848700967906265
397,S02001633,3881,147,0,0,0,1302,2579,5,0.0,0.0,0.0,0.33548054625096624,0.6645194537490338
398,S02001634,2549,55,0,0,484,559,1506,5,0.0,0.0,0.18987838367987447,0.21930168693605334,0.5908199293840722
399,S02001635,3512,43,1062,926,1058,466,0,1,0.30239179954441914,0.2636674259681093,0.30125284738041,0.1326879271070615,0.0
400,S02001636,2855,119,0,0,0,983,1872,5,0.0,0.0,0.0,0.34430823117338005,0.65569176882662
401,S02001637,3476,41,1323,2153,0,0,0,2,0.3806098964326812,0.6193901035673187,0.0,0.0,0.0
402,S02001638,4420,52,3682,0,738,0,0,1,0.8330316742081448,0.0,0.1669683257918552,0.0,0.0
403,S02001639,4698,46,0,0,542,3231,925,4,0.0,0.0,0.11536824180502342,0.6877394636015326,0.196892294593444
404,S02001640,2837,327,0,0,2837,0,0,3,0.0,0.0,1.0,0.0,0.0
405,S02001641,5065,47,2778,1025,477,785,0,1,0.5484698914116486,0.20236920039486672,0.09417571569595262,0.1549851924975321,0.0
406,S02001642,4929,42,0,1683,1669,859,718,2,0.0,0.3414485696895922,0.3386082369649016,0.17427470075065937,0.14566849259484682
407,S02001643,5025,47,2533,925,1567,0,0,1,0.5040796019900498,0.18407960199004975,0.3118407960199005,0.0,0.0
408,S02001644,5260,54,427,2764,947,1122,0,2,0.0811787072243346,0.5254752851711026,0.18003802281368822,0.21330798479087454,0.0
409,S02001645,3423,31,0,0,2388,1035,0,3,0.0,0.0,0.6976336546888694,0.3023663453111306,0.0
410,S02001646,3185,15,0,1604,958,623,0,2,0.0,0.5036106750392465,0.3007849293563579,0.1956043956043956,0.0
411,S02001647,5164,61,0,0,1455,1661,2048,5,0.0,0.0,0.28175832687838887,0.32164988381099924,0.39659178931061195
412,S02001648,3243,30,0,1878,1365,0,0,2,0.0,0.5790934320074006,0.42090656799259946,0.0,0.0
413,S02001649,3414,41,0,1883,0,756,775,2,0.0,0.5515524311657879,0.0,0.22144112478031636,0.22700644405389572
414,S02001650,3701,62,0,0,0,0,3701,5,0.0,0.0,0.0,0.0,1.0
415,S02001651,4461,95,0,0,664,0,3797,5,0.0,0.0,0.14884555032503924,0.0,0.8511544496749608
416,S02001652,3687,178,0,0,0,813,2874,5,0.0,0.0,0.0,0.22050447518307567,0.7794955248169243
417,S02001653,3726,53,0,675,0,2024,1027,4,0.0,0.18115942028985507,0.0,0.5432098765432098,0.27563070316693505
418,S02001654,4210,38,0,0,0,991,3219,5,0.0,0.0,0.0,0.23539192399049882,0.7646080760095012
419,S02001655,3031,30,0,0,0,1593,1438,4,0.0,0.0,0.0,0.5255691191026064,0.4744308808973936
420,S02001656,3569,51,0,0,1022,0,2547,5,0.0,0.0,0.2863547212104231,0.0,0.713645278789577
421,S02001657,3212,26,0,0,0,0,3212,5,0.0,0.0,0.0,0.0,1.0
422,S02001658,5686,62,0,0,0,882,4804,5,0.0,0.0,0.0,0.15511783327470982,0.8448821667252902
423,S02001659,3614,72,0,0,0,0,3614,5,0.0,0.0,0.0,0.0,1.0
424,S02001660,6021,148,0,0,0,1624,4397,5,0.0,0.0,0.0,0.2697226374356419,0.730277362564358
425,S02001661,4305,143,0,0,0,2544,1761,4,0.0,0.0,0.0,0.5909407665505226,0.40905923344947737
426,S02001662,4215,150,0,0,0,0,4215,5,0.0,0.0,0.0,0.0,1.0
427,S02001663,4227,126,0,0,0,0,4227,5,0.0,0.0,0.0,0.0,1.0
428,S02001664,5674,214,0,0,0,0,5674,5,0.0,0.0,0.0,0.0,1.0
429,S02001665,4618,82,843,3775,0,0,0,2,0.18254655695106106,0.817453443048939,0.0,0.0,0.0
430,S02001666,4623,62,3550,1073,0,0,0,1,0.7678996322734155,0.23210036772658446,0.0,0.0,0.0
431,S02001667,5104,83,0,1273,868,1253,1710,5,0.0,0.24941222570532914,0.1700626959247649,0.2454937304075235,0.33503134796238243
432,S02001668,2912,35,2912,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
433,S02001669,3364,93,2289,0,0,1075,0,1,0.6804399524375743,0.0,0.0,0.3195600475624257,0.0
434,S02001670,3788,219,982,2007,799,0,0,2,0.2592397043294615,0.529831045406547,0.21092925026399156,0.0,0.0
435,S02001671,4814,77,3137,1677,0,0,0,1,0.6516410469464063,0.3483589530535937,0.0,0.0,0.0
436,S02001672,4288,297,0,0,0,831,3457,5,0.0,0.0,0.0,0.19379664179104478,0.8062033582089553
437,S02001673,2492,112,0,0,0,0,2492,5,0.0,0.0,0.0,0.0,1.0
438,S02001674,3770,161,0,0,0,0,3770,5,0.0,0.0,0.0,0.0,1.0
439,S02001675,5971,135,1625,1783,1859,0,704,3,0.2721487188075699,0.29860994808239827,0.31133813431586,0.0,0.11790319879417183
440,S02001676,4106,69,0,722,1869,1515,0,3,0.0,0.17584023380418898,0.4551875304432538,0.3689722357525572,0.0
441,S02001677,4887,121,0,0,0,0,4887,5,0.0,0.0,0.0,0.0,1.0
442,S02001678,3130,109,0,0,0,1088,2042,5,0.0,0.0,0.0,0.34760383386581467,0.6523961661341853
443,S02001679,5372,224,0,0,728,812,3832,5,0.0,0.0,0.1355174981384959,0.15115413253909157,0.7133283693224125
444,S02001680,2762,46,0,0,1577,580,605,3,0.0,0.0,0.5709630702389573,0.20999275887038377,0.21904417089065895
445,S02001681,4146,82,0,0,1957,679,1510,3,0.0,0.0,0.4720212252773758,0.16377231066087797,0.3642064640617463
446,S02001682,4767,351,0,0,562,3383,822,4,0.0,0.0,0.11789385357667297,0.70967065240193,0.1724354940213971
447,S02001683,3264,2413,0,0,1335,1068,861,3,0.0,0.0,0.40900735294117646,0.3272058823529412,0.26378676470588236
448,S02001684,5092,4093,628,0,1838,827,1799,3,0.12333071484681854,0.0,0.3609583660644148,0.1624116260801257,0.353299293008641
449,S02001685,4754,183,0,0,701,2362,1691,4,0.0,0.0,0.1474547749263778,0.496844762305427,0.3557004627681952
450,S02001686,4012,145,0,476,0,0,3536,5,0.0,0.11864406779661017,0.0,0.0,0.8813559322033898
451,S02001687,3161,40271,0,622,2539,0,0,3,0.0,0.19677317304650427,0.8032268269534957,0.0,0.0
452,S02001688,2949,44379,0,0,2949,0,0,3,0.0,0.0,1.0,0.0,0.0
453,S02001689,1916,48606,0,0,1916,0,0,3,0.0,0.0,1.0,0.0,0.0
454,S02001690,2583,97607,0,1691,892,0,0,2,0.0,0.6546651180797523,0.34533488192024775,0.0,0.0
455,S02001691,4066,48396,0,621,3445,0,0,3,0.0,0.15272995573044762,0.8472700442695524,0.0,0.0
456,S02001692,3606,21426,0,0,3606,0,0,3,0.0,0.0,1.0,0.0,0.0
457,S02001693,3276,653,0,2186,1090,0,0,2,0.0,0.6672771672771672,0.3327228327228327,0.0,0.0
458,S02001694,2997,326,0,0,1718,1279,0,3,0.0,0.0,0.5732399065732399,0.4267600934267601,0.0
459,S02001695,3130,4283,0,0,2258,872,0,3,0.0,0.0,0.721405750798722,0.27859424920127795,0.0
460,S02001696,3266,1523,532,0,2136,598,0,3,0.16289038579301898,0.0,0.6540110226576853,0.18309859154929578,0.0
461,S02001697,4163,2688,555,1340,901,807,560,2,0.13331731924093201,0.32188325726639444,0.2164304588037473,0.19385058851789574,0.13451837617103052
462,S02001698,4152,95,686,1923,810,733,0,2,0.16522157996146436,0.46315028901734107,0.19508670520231214,0.17654142581888246,0.0
463,S02001699,3016,79,0,0,895,627,1494,5,0.0,0.0,0.2967506631299735,0.20789124668435013,0.4953580901856764
464,S02001700,3868,1382,0,1372,1044,1452,0,4,0.0,0.35470527404343327,0.26990692864529475,0.375387797311272,0.0
465,S02001701,4931,134,0,2830,1280,0,821,2,0.0,0.573920097343338,0.25958223484080306,0.0,0.16649766781585884
466,S02001702,3415,1824,0,1807,774,0,834,2,0.0,0.5291361639824305,0.22664714494875549,0.0,0.24421669106881405
467,S02001703,5355,945,0,775,2071,977,1532,3,0.0,0.14472455648926238,0.38674136321195146,0.18244631185807655,0.2860877684407096
468,S02001704,3913,188,0,0,0,1804,2109,5,0.0,0.0,0.0,0.461027344748275,0.538972655251725
469,S02001705,3290,109,819,1716,755,0,0,2,0.24893617021276596,0.521580547112462,0.22948328267477203,0.0,0.0
470,S02001706,3537,112,0,0,2122,1415,0,3,0.0,0.0,0.599943454905287,0.40005654509471306,0.0
471,S02001707,3399,98,0,0,607,848,1944,5,0.0,0.0,0.17858193586348925,0.2494851426890262,0.5719329214474845
472,S02001708,2759,77,0,0,582,786,1391,5,0.0,0.0,0.2109459949256977,0.2848858281986227,0.5041681768756796
473,S02001709,2771,64,0,1282,857,0,632,2,0.0,0.4626488632262721,0.3092746300974378,0.0,0.22807650667629015
474,S02001710,3608,3711,0,2450,0,1158,0,2,0.0,0.6790465631929047,0.0,0.32095343680709537,0.0
475,S02001711,3653,112,2510,1143,0,0,0,1,0.6871064878182316,0.3128935121817684,0.0,0.0,0.0
