,InterZone,All people,Area (hectares),simd1_pop,simd2_pop,simd3_pop,simd4_pop,simd5_pop,simdMostPop,simd1_percent,simd2_percent,simd3_percent,simd4_percent,simd5_percent
476,S02001712,4268,129,567,0,0,3085,616,4,0.13284910965323338,0.0,0.0,0.7228209934395501,0.14432989690721648
477,S02001713,3391,105,1830,700,0,0,861,1,0.5396638159834857,0.20642878207018578,0.0,0.0,0.2539074019463285
478,S02001714,4761,401,1432,1605,1056,668,0,2,0.300777147658055,0.3371140516698173,0.22180214240705734,0.14030665826507036,0.0
479,S02001715,3575,144,747,667,1271,890,0,3,0.20895104895104896,0.18657342657342657,0.3555244755244755,0.24895104895104894,0.0
480,S02001716,3483,129,0,0,1396,972,1115,3,0.0,0.0,0.40080390467987365,0.27906976744186046,0.32012632787826584
481,S02001717,3029,81,1867,1162,0,0,0,1,0.6163750412677451,0.3836249587322549,0.0,0.0,0.0
482,S02001718,2857,75,2107,750,0,0,0,1,0.7374868743437172,0.2625131256562828,0.0,0.0,0.0
483,S02001719,2736,94,0,2102,0,0,634,2,0.0,0.7682748538011696,0.0,0.0,0.23172514619883042
484,S02001720,3751,1741,0,0,0,992,2759,5,0.0,0.0,0.0,0.2644628099173554,0.7355371900826446
485,S02001721,3227,66,1560,1667,0,0,0,2,0.48342113418035326,0.5165788658196467,0.0,0.0,0.0
486,S02001722,2594,1442,0,0,855,1002,737,4,0.0,0.0,0.32960678488820355,0.38627602158828067,0.28411719352351583
487,S02001723,4753,6345,0,3431,810,512,0,2,0.0,0.7218598779718073,0.17041868293709236,0.10772143909110035,0.0
488,S02001724,2973,195,0,0,0,1918,1055,4,0.0,0.0,0.0,0.6451395896400942,0.35486041035990584
489,S02001725,4115,136,0,0,693,730,2692,5,0.0,0.0,0.168408262454435,0.17739975698663427,0.6541919805589307
490,S02001726,4455,509,633,1525,0,1772,525,4,0.1420875420875421,0.34231200897867564,0.0,0.3977553310886644,0.11784511784511785
491,S02001727,4128,1485,0,0,0,1203,2925,5,0.0,0.0,0.0,0.2914244186046512,0.7085755813953488
492,S02001728,3361,126,0,1723,628,1010,0,2,0.0,0.512645046117227,0.18684915203808392,0.30050580184468906,0.0
493,S02001729,3256,95,623,1812,821,0,0,2,0.19133906633906633,0.5565110565110565,0.25214987714987713,0.0,0.0
494,S02001730,4920,219,909,2345,1666,0,0,2,0.1847560975609756,0.4766260162601626,0.3386178861788618,0.0,0.0
495,S02001731,3298,71,602,589,1149,958,0,3,0.18253486961795026,0.17859308671922378,0.3483929654335961,0.29047907822922986,0.0
496,S02001732,4443,143,1602,921,568,483,869,1,0.36056718433490886,0.20729237002025658,0.12784154850326357,0.1087103308575287,0.1955885662840423
497,S02001733,3901,98,1567,1609,725,0,0,2,0.4016918738784927,0.41245834401435527,0.185849782107152,0.0,0.0
498,S02001734,4470,1280,0,0,2826,830,814,3,0.0,0.0,0.6322147651006711,0.18568232662192394,0.1821029082774049
499,S02001735,3167,72,0,810,1191,688,478,3,0.0,0.2557625513103884,0.37606567729712664,0.2172402904957373,0.1509314808967477
500,S02001736,3093,158,822,1109,684,478,0,2,0.26576139670223087,0.3585515680569027,0.22114451988360814,0.15454251535725833,0.0
501,S02001737,4889,1251,604,738,1788,942,817,3,0.12354264675802823,0.15095111474739212,0.36571896093270606,0.19267743914911026,0.16710983841276333
502,S02001738,3001,2192,0,853,1631,517,0,3,0.0,0.2842385871376208,0.5434855048317228,0.17227590803065645,0.0
503,S02001739,4078,1497,1596,595,1002,885,0,1,0.39136831780284453,0.1459048553212359,0.245708680725846,0.21701814615007356,0.0
504,S02001740,3178,7960,0,665,0,2513,0,4,0.0,0.2092511013215859,0.0,0.7907488986784141,0.0
505,S02001741,3604,2222,1724,0,1321,0,559,1,0.47835738068812433,0.0,0.3665371809100999,0.0,0.1551054384017758
506,S02001742,2909,923,0,0,444,906,1559,5,0.0,0.0,0.1526297696803025,0.3114472327260227,0.5359229975936748
507,S02001743,4079,1953,0,0,0,871,3208,5,0.0,0.0,0.0,0.21353272860995343,0.7864672713900466
508,S02001744,3683,131,0,511,723,1117,1332,5,0.0,0.13874558783600327,0.19630735813195765,0.30328536519142,0.36166168884061906
509,S02001745,3434,105,967,1481,986,0,0,2,0.28159580663948747,0.43127548048922537,0.2871287128712871,0.0,0.0
510,S02001746,4426,101,845,736,2058,787,0,3,0.19091730682331676,0.16629010393131496,0.464979665612291,0.17781292363307727,0.0
511,S02001747,3197,136,0,1531,734,0,932,2,0.0,0.47888645605254926,0.22959024085079763,0.0,0.2915233030966531
512,S02001748,3241,85,0,1295,646,1300,0,4,0.0,0.39956803455723544,0.19932119716136995,0.40111076828139464,0.0
513,S02001749,3125,100,0,0,0,0,3125,5,0.0,0.0,0.0,0.0,1.0
514,S02001750,5372,604,0,0,2515,801,2056,3,0.0,0.0,0.46816827997021593,0.14910647803425167,0.3827252419955324
515,S02001751,3123,238,0,0,0,1998,1125,4,0.0,0.0,0.0,0.6397694524495677,0.36023054755043227
516,S02001752,2804,78,1294,772,738,0,0,1,0.4614835948644793,0.275320970042796,0.2631954350927247,0.0,0.0
517,S02001753,3500,77,2321,1179,0,0,0,1,0.6631428571428571,0.33685714285714285,0.0,0.0,0.0
518,S02001754,2888,48,0,1372,1516,0,0,3,0.0,0.47506925207756234,0.5249307479224377,0.0,0.0
519,S02001755,3899,80,0,0,0,1452,2447,5,0.0,0.0,0.0,0.3724031803026417,0.6275968196973583
520,S02001756,2125,285,0,0,0,0,2125,5,0.0,0.0,0.0,0.0,1.0
521,S02001757,3813,228,0,0,0,0,3813,5,0.0,0.0,0.0,0.0,1.0
522,S02001758,2618,141,0,0,0,1603,1015,4,0.0,0.0,0.0,0.6122994652406417,0.3877005347593583
523,S02001759,3018,77,0,0,2158,860,0,3,0.0,0.0,0.7150430748840292,0.2849569251159708,0.0
524,S02001760,3171,79,0,0,3171,0,0,3,0.0,0.0,1.0,0.0,0.0
525,S02001761,3547,94,0,3026,521,0,0,2,0.0,0.8531153087115873,0.14688469128841275,0.0,0.0
526,S02001762,3844,436,0,994,585,2265,0,4,0.0,0.25858480749219565,0.15218522372528617,0.5892299687825182,0.0
527,S02001763,3307,211,0,783,816,1144,564,4,0.0,0.23677048684608407,0.2467493196250378,0.3459328696703961,0.170547323858482
528,S02001764,3111,299,929,0,2182,0,0,3,0.2986178077788492,0.0,0.7013821922211507,0.0,0.0
529,S02001765,2739,77,0,0,0,0,2739,5,0.0,0.0,0.0,0.0,1.0
530,S02001766,4452,134,0,0,0,703,3749,5,0.0,0.0,0.0,0.15790655884995508,0.8420934411500449
531,S02001767,2683,132,0,0,0,1058,1625,5,0.0,0.0,0.0,0.3943346999627283,0.6056653000372717
532,S02001768,3171,956,546,0,974,508,1143,5,0.17218543046357615,0.0,0.30715862503941976,0.16020182907600125,0.36045411542100286
533,S02001769,3265,1027,877,1723,665,0,0,2,0.2686064318529862,0.527718223583461,0.20367534456355282,0.0,0.0
534,S02001770,3107,113,1669,1438,0,0,0,1,0.5371741229481816,0.4628258770518185,0.0,0.0,0.0
535,S02001771,4396,2236,0,2198,1670,0,528,2,0.0,0.5,0.37989080982711554,0.0,0.12010919017288443
536,S02001772,2738,77,1354,1384,0,0,0,2,0.49452154857560265,0.5054784514243974,0.0,0.0,0.0
537,S02001773,3646,95,1384,0,1330,0,932,1,0.37959407569939657,0.0,0.36478332419089415,0.0,0.2556226001097093
538,S02001774,2779,1076,2779,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
539,S02001775,2960,67,2417,543,0,0,0,1,0.816554054054054,0.18344594594594596,0.0,0.0,0.0
540,S02001776,5931,3656,923,4445,0,563,0,2,0.1556229978081268,0.7494520316978587,0.0,0.0949249704940145,0.0
541,S02001777,4354,170,1390,1306,0,1658,0,4,0.31924666972898486,0.2999540652273771,0.0,0.38079926504363804,0.0
542,S02001778,3147,62,1621,1526,0,0,0,1,0.5150937400699078,0.4849062599300922,0.0,0.0,0.0
543,S02001779,3052,5529,0,665,0,627,1760,5,0.0,0.21788990825688073,0.0,0.20543905635648754,0.5766710353866317
544,S02001780,3693,834,856,865,1396,0,576,3,0.23178987273219603,0.23422691578662333,0.37801245599783373,0.0,0.15597075548334688
545,S02001781,2690,76,0,0,1276,842,572,3,0.0,0.0,0.47434944237918214,0.31301115241635685,0.21263940520446098
546,S02001782,2826,108,0,748,0,1285,793,4,0.0,0.2646850672328379,0.0,0.45470629865534323,0.2806086341118188
547,S02001783,4470,1000,3400,0,0,485,585,1,0.7606263982102909,0.0,0.0,0.10850111856823266,0.13087248322147652
548,S02001784,3244,102,0,1678,0,744,822,2,0.0,0.5172626387176326,0.0,0.22934648581997533,0.2533908754623921
549,S02001785,3064,69,0,776,2288,0,0,3,0.0,0.25326370757180156,0.7467362924281984,0.0,0.0
550,S02001786,2930,69,0,1575,1355,0,0,2,0.0,0.537542662116041,0.46245733788395904,0.0,0.0
551,S02001787,2665,1057,0,0,0,947,1718,5,0.0,0.0,0.0,0.3553470919324578,0.6446529080675422
552,S02001788,3199,93,0,0,2556,0,643,3,0.0,0.0,0.7989996874023132,0.0,0.20100031259768678
553,S02001789,3007,61,677,2330,0,0,0,2,0.22514133688061191,0.7748586631193881,0.0,0.0,0.0
554,S02001790,5027,91,4138,889,0,0,0,1,0.8231549631987268,0.17684503680127311,0.0,0.0,0.0
555,S02001791,3349,82,0,0,0,0,3349,5,0.0,0.0,0.0,0.0,1.0
556,S02001792,4863,355,0,1621,837,487,1918,5,0.0,0.3333333333333333,0.17211597779148674,0.10014394406744807,0.39440674480773186
557,S02001793,3721,160,3721,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
558,S02001794,2963,134,0,1159,0,1228,576,4,0.0,0.39115761052986836,0.0,0.41444481943975703,0.1943975700303746
559,S02001795,3854,243,3854,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
560,S02001796,3564,146,1600,1098,866,0,0,1,0.4489337822671156,0.30808080808080807,0.24298540965207632,0.0,0.0
561,S02001797,2891,2154,753,2138,0,0,0,2,0.2604635074368731,0.7395364925631269,0.0,0.0,0.0
562,S02001798,3994,2651,744,789,2461,0,0,3,0.18627941912869303,0.19754631947921883,0.6161742613920881,0.0,0.0
563,S02001799,4184,2060,852,1185,2147,0,0,3,0.20363288718929254,0.28322179732313574,0.5131453154875717,0.0,0.0
564,S02001800,4256,113,4256,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
565,S02001801,2217,75,0,743,1474,0,0,3,0.0,0.3351375732972485,0.6648624267027514,0.0,0.0
566,S02001802,4651,110,588,2993,1070,0,0,2,0.12642442485486993,0.643517523113309,0.23005805203182111,0.0,0.0
567,S02001803,3489,178,2459,1030,0,0,0,1,0.704786471768415,0.295213528231585,0.0,0.0,0.0
568,S02001804,3536,526,0,523,3013,0,0,3,0.0,0.14790723981900453,0.8520927601809954,0.0,0.0
569,S02001805,5055,222,0,3015,533,0,1507,2,0.0,0.5964391691394659,0.10544015825914936,0.0,0.29812067260138475
570,S02001806,2731,77,0,1062,1669,0,0,3,0.0,0.3888685463200293,0.6111314536799707,0.0,0.0
571,S02001807,3706,274,0,0,0,1872,1834,4,0.0,0.0,0.0,0.5051268213707502,0.49487317862924984
572,S02001808,2322,52,1539,783,0,0,0,1,0.6627906976744186,0.3372093023255814,0.0,0.0,0.0
573,S02001809,2198,44,634,1564,0,0,0,2,0.28844404003639673,0.7115559599636033,0.0,0.0,0.0
574,S02001810,2952,123,765,0,1417,0,770,3,0.25914634146341464,0.0,0.48001355013550134,0.0,0.260840108401084
575,S02001811,4034,1734,0,0,2176,1330,528,3,0.0,0.0,0.5394149727317799,0.3296975706494794,0.1308874566187407
576,S02001812,3419,1693,0,0,1723,1234,462,3,0.0,0.0,0.5039485229599298,0.36092424685580576,0.1351272301842644
577,S02001813,4979,200,3608,1371,0,0,0,1,0.7246435027113878,0.27535649728861217,0.0,0.0,0.0
578,S02001814,4705,121,3362,1343,0,0,0,1,0.7145589798087141,0.28544102019128587,0.0,0.0,0.0
579,S02001815,2523,85,2523,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
580,S02001816,3263,170,1685,1578,0,0,0,1,0.5163959546429666,0.4836040453570334,0.0,0.0,0.0
581,S02001817,3083,98,1356,912,0,815,0,1,0.4398313331170937,0.29581576386636393,0.0,0.26435290301654235,0.0
582,S02001818,3239,235,595,2060,0,584,0,2,0.18369867242976226,0.6359987650509417,0.0,0.18030256251929608,0.0
583,S02001819,2682,87,0,1909,0,0,773,2,0.0,0.7117822520507084,0.0,0.0,0.28821774794929156
584,S02001820,2818,3768,0,0,1501,787,530,3,0.0,0.0,0.5326472675656494,0.27927608232789214,0.1880766501064585
585,S02001821,5472,4567,2792,1085,1595,0,0,1,0.5102339181286549,0.19828216374269006,0.291483918128655,0.0,0.0
586,S02001822,4187,6710,0,0,2769,1418,0,3,0.0,0.0,0.6613326964413662,0.3386673035586339,0.0
587,S02001823,2494,3181,0,0,0,1905,589,4,0.0,0.0,0.0,0.7638331996792301,0.23616680032076984
588,S02001824,4207,7603,0,807,833,2567,0,4,0.0,0.19182315188970764,0.19800332778702162,0.6101735203232708,0.0
589,S02001825,2899,5522,0,0,1716,1183,0,3,0.0,0.0,0.5919282511210763,0.4080717488789238,0.0
590,S02001826,3899,3437,0,1325,0,1950,624,4,0.0,0.33983072582713514,0.0,0.500128238009746,0.16004103616311874
591,S02001827,3355,82,904,1123,605,723,0,2,0.2694485842026826,0.3347242921013413,0.18032786885245902,0.21549925484351715,0.0
592,S02001828,4015,189,0,0,708,1062,2245,5,0.0,0.0,0.1763387297633873,0.26450809464508096,0.5591531755915318
593,S02001829,2850,8964,0,0,0,2850,0,4,0.0,0.0,0.0,1.0,0.0
594,S02001830,2196,6307,0,0,1280,916,0,3,0.0,0.0,0.5828779599271403,0.41712204007285975,0.0
595,S02001831,2843,858,0,732,1194,0,917,3,0.0,0.2574744987689061,0.4199788955328878,0.0,0.32254660569820615
596,S02001832,3831,1881,0,789,1176,1866,0,4,0.0,0.20595144870790916,0.3069694596711042,0.48707909162098667,0.0
597,S02001833,2450,6060,0,0,1528,922,0,3,0.0,0.0,0.6236734693877551,0.3763265306122449,0.0
598,S02001834,4008,94,0,0,2273,1009,726,3,0.0,0.0,0.5671157684630739,0.25174650698602796,0.18113772455089822
599,S02001835,5188,103,0,0,980,0,4208,5,0.0,0.0,0.18889745566692367,0.0,0.8111025443330764
600,S02001836,4169,1910,0,0,0,860,3309,5,0.0,0.0,0.0,0.20628448069081315,0.7937155193091868
601,S02001837,5279,3340,0,0,0,490,4789,5,0.0,0.0,0.0,0.09282060996400833,0.9071793900359917
602,S02001838,3453,1968,0,0,1323,764,1366,5,0.0,0.0,0.3831450912250217,0.22125687807703445,0.3955980306979438
603,S02001839,3774,12122,0,0,0,2696,1078,4,0.0,0.0,0.0,0.7143614202437731,0.2856385797562268
604,S02001840,3815,132,0,0,2158,1657,0,3,0.0,0.0,0.5656618610747051,0.4343381389252949,0.0
605,S02001841,4243,143,0,0,0,715,3528,5,0.0,0.0,0.0,0.16851284468536412,0.8314871553146359
606,S02001842,5033,101,2753,0,910,598,772,1,0.5469898668786012,0.0,0.1808066759388039,0.11881581561692828,0.1533876415656666
607,S02001843,2813,358,1231,1019,563,0,0,1,0.43761109136153575,0.36224671169569855,0.20014219694276572,0.0,0.0
608,S02001844,4741,124,610,0,1599,1340,1192,3,0.12866483864163678,0.0,0.3372706180130774,0.28264079308162837,0.25142375026365743
609,S02001845,5836,197,5280,0,556,0,0,1,0.9047292666209733,0.0,0.09527073337902674,0.0,0.0
610,S02001846,3387,84,3387,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
611,S02001847,3022,74,1560,1462,0,0,0,1,0.5162144275314361,0.48378557246856385,0.0,0.0,0.0
612,S02001848,5467,216,0,0,885,1544,3038,5,0.0,0.0,0.1618803731479788,0.2824218035485641,0.5556978233034571
613,S02001849,6145,198,6145,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
614,S02001850,3512,68,901,2611,0,0,0,2,0.2565489749430524,0.7434510250569476,0.0,0.0,0.0
615,S02001851,4271,57,3431,0,840,0,0,1,0.8033247483025052,0.0,0.19667525169749472,0.0,0.0
616,S02001852,5315,120,0,3022,662,1631,0,2,0.0,0.5685794920037629,0.12455315145813735,0.3068673565380997,0.0
617,S02001853,5309,89,3937,893,479,0,0,1,0.741570917310228,0.16820493501601055,0.09022414767376154,0.0,0.0
618,S02001854,3519,56,967,770,1782,0,0,3,0.27479397556123897,0.21881216254617789,0.5063938618925832,0.0,0.0
619,S02001855,6268,328,4752,1516,0,0,0,1,0.7581365666879387,0.24186343331206125,0.0,0.0,0.0
620,S02001856,4899,162,4899,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
621,S02001857,3303,100,2424,879,0,0,0,1,0.7338782924613987,0.26612170753860126,0.0,0.0,0.0
622,S02001858,5240,213,896,4344,0,0,0,2,0.17099236641221374,0.8290076335877863,0.0,0.0,0.0
623,S02001859,3061,92,3061,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
624,S02001860,2948,81,2499,449,0,0,0,1,0.8476933514246947,0.1523066485753053,0.0,0.0,0.0
625,S02001861,3742,57,0,2501,1241,0,0,2,0.0,0.668359166221272,0.33164083377872794,0.0,0.0
626,S02001862,3669,149,984,2685,0,0,0,2,0.26819296811120197,0.731807031888798,0.0,0.0,0.0
627,S02001863,4744,103,1436,705,797,896,910,1,0.30269814502529513,0.1486087689713322,0.1680016863406408,0.18887015177065766,0.1918212478920742
628,S02001864,4968,54,0,2156,2812,0,0,3,0.0,0.43397745571658614,0.5660225442834138,0.0,0.0
629,S02001865,5429,31,4695,734,0,0,0,1,0.8648001473567877,0.13519985264321238,0.0,0.0,0.0
630,S02001866,4081,54,3141,940,0,0,0,1,0.7696642979661847,0.23033570203381523,0.0,0.0,0.0
631,S02001867,4990,114,914,1599,784,1693,0,4,0.18316633266533067,0.32044088176352703,0.15711422845691383,0.33927855711422844,0.0
632,S02001868,5617,57,779,1416,2408,1014,0,3,0.1386861313868613,0.25209186398433325,0.4286985935552786,0.1805234110735268,0.0
633,S02001869,5929,361,0,0,985,3526,1418,4,0.0,0.0,0.1661325687299713,0.5947039973013999,0.23916343396862877
634,S02001870,3573,32,0,1099,627,1847,0,4,0.0,0.3075846627483907,0.17548278757346766,0.5169325496781416,0.0
635,S02001871,3293,19,0,0,3293,0,0,3,0.0,0.0,1.0,0.0,0.0
636,S02001872,4086,46,0,0,1361,619,2106,5,0.0,0.0,0.33308859520313266,0.15149290259422418,0.5154185022026432
637,S02001873,4487,384,3032,0,531,924,0,1,0.6757298863383107,0.0,0.11834187653220414,0.2059282371294852,0.0
638,S02001874,4634,70,3601,0,1033,0,0,1,0.7770824341821321,0.0,0.22291756581786792,0.0,0.0
639,S02001875,3144,68,963,2181,0,0,0,2,0.3062977099236641,0.6937022900763359,0.0,0.0,0.0
640,S02001876,5387,120,812,821,636,889,2229,5,0.15073324670503063,0.15240393540003713,0.11806200111379246,0.16502691665119731,0.4137739001299425
641,S02001877,3435,82,0,750,1010,915,760,3,0.0,0.2183406113537118,0.2940320232896652,0.2663755458515284,0.22125181950509462
642,S02001878,4951,86,0,0,1665,925,2361,5,0.0,0.0,0.33629569783882046,0.18683094324378913,0.4768733589173904
643,S02001879,2903,71,0,0,0,1326,1577,5,0.0,0.0,0.0,0.4567688598002067,0.5432311401997933
644,S02001880,3744,583,2887,0,0,857,0,1,0.7711004273504274,0.0,0.0,0.22889957264957264,0.0
645,S02001881,5159,97,4434,725,0,0,0,1,0.8594688893196356,0.14053111068036442,0.0,0.0,0.0
646,S02001882,4319,116,4319,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
647,S02001883,4905,75,2624,1608,673,0,0,1,0.5349643221202854,0.32782874617737,0.13720693170234455,0.0,0.0
648,S02001884,4157,101,0,1319,2838,0,0,3,0.0,0.317296127014674,0.682703872985326,0.0,0.0
649,S02001885,4368,67,0,798,1395,1445,730,4,0.0,0.18269230769230768,0.31936813186813184,0.3308150183150183,0.1671245421245421
650,S02001886,4798,80,0,2178,618,2002,0,2,0.0,0.4539391413088787,0.1288036681950813,0.41725719049604004,0.0
651,S02001887,4172,57,0,1511,2661,0,0,3,0.0,0.362176414189837,0.637823585810163,0.0,0.0
652,S02001888,5646,198,3235,2411,0,0,0,1,0.5729720155862558,0.42702798441374423,0.0,0.0,0.0
653,S02001889,5824,83,4105,1719,0,0,0,1,0.704842032967033,0.29515796703296704,0.0,0.0,0.0
654,S02001890,5001,218,2762,1443,0,796,0,1,0.5522895420915817,0.28854229154169164,0.0,0.15916816636672665,0.0
655,S02001891,3987,104,2282,741,964,0,0,1,0.5723601705543014,0.18585402558314523,0.2417858038625533,0.0,0.0
656,S02001892,3552,38,2457,1095,0,0,0,1,0.691722972972973,0.30827702702702703,0.0,0.0,0.0
657,S02001893,2529,119,2529,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
658,S02001894,5709,220,5709,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
659,S02001895,3166,88,2547,619,0,0,0,1,0.8044851547694252,0.19551484523057486,0.0,0.0,0.0
660,S02001896,5637,203,3934,1703,0,0,0,1,0.6978889480219975,0.3021110519780025,0.0,0.0,0.0
661,S02001897,3887,244,0,1602,1620,665,0,3,0.0,0.41214304090558274,0.4167738615899151,0.17108309750450218,0.0
662,S02001898,2701,135,614,1310,777,0,0,2,0.2273232136245835,0.48500555349870417,0.2876712328767123,0.0,0.0
663,S02001899,3766,128,0,0,860,1983,923,4,0.0,0.0,0.22835900159320233,0.5265533722782794,0.2450876261285183
664,S02001900,3842,76,2509,0,760,573,0,1,0.653045288912025,0.0,0.1978136387298282,0.1491410723581468,0.0
665,S02001901,5313,609,1666,0,2822,825,0,3,0.31357048748353095,0.0,0.531150009410879,0.15527950310559005,0.0
666,S02001902,4296,107,0,0,1422,2874,0,4,0.0,0.0,0.33100558659217877,0.6689944134078212,0.0
667,S02001903,4298,136,0,0,1630,2668,0,4,0.0,0.0,0.37924616100511865,0.6207538389948813,0.0
668,S02001904,3183,409,3183,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
669,S02001905,2740,87,2740,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
670,S02001906,3633,583,1328,1652,653,0,0,2,0.3655381227635563,0.45472061657032753,0.17974126066611615,0.0,0.0
671,S02001907,3405,93,3405,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
672,S02001908,4904,229,4258,646,0,0,0,1,0.8682707993474714,0.13172920065252855,0.0,0.0,0.0
673,S02001909,5228,129,3445,809,0,974,0,1,0.6589517980107116,0.15474368783473605,0.0,0.1863045141545524,0.0
674,S02001910,4492,79,3739,753,0,0,0,1,0.8323686553873553,0.1676313446126447,0.0,0.0,0.0
675,S02001911,3554,42,3554,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
676,S02001912,3573,114,2974,0,0,599,0,1,0.8323537643436888,0.0,0.0,0.16764623565631123,0.0
677,S02001913,3419,73,2568,851,0,0,0,1,0.7510968119333138,0.24890318806668615,0.0,0.0,0.0
678,S02001914,6265,134,6265,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
679,S02001915,5100,137,5100,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
680,S02001916,5861,221,2985,2876,0,0,0,1,0.5092987544787579,0.4907012455212421,0.0,0.0,0.0
681,S02001917,4421,129,3194,0,1227,0,0,1,0.7224609816783533,0.0,0.2775390183216467,0.0,0.0
682,S02001918,6125,427,0,0,2157,3968,0,4,0.0,0.0,0.35216326530612246,0.6478367346938776,0.0
683,S02001919,3585,117,3585,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
684,S02001920,2637,71,1994,643,0,0,0,1,0.7561623056503602,0.24383769434963976,0.0,0.0,0.0
685,S02001921,4307,71,3139,0,671,497,0,1,0.7288135593220338,0.0,0.1557928952867425,0.1153935453912236,0.0
686,S02001922,4716,167,4716,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
687,S02001923,4273,81,3306,0,967,0,0,1,0.7736952960449333,0.0,0.2263047039550667,0.0,0.0
688,S02001924,3609,212,2630,503,0,0,476,1,0.7287337212524245,0.13937378775284012,0.0,0.0,0.13189249099473538
689,S02001925,2320,100,812,816,0,692,0,2,0.35,0.35172413793103446,0.0,0.2982758620689655,0.0
690,S02001926,5773,171,5773,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
691,S02001927,4030,55,0,1562,1584,884,0,3,0.0,0.38759305210918116,0.3930521091811414,0.21935483870967742,0.0
692,S02001928,2500,72,790,1710,0,0,0,2,0.316,0.684,0.0,0.0,0.0
693,S02001929,5068,103,4340,728,0,0,0,1,0.856353591160221,0.143646408839779,0.0,0.0,0.0
694,S02001930,4195,28,631,626,1439,1499,0,4,0.1504171632896305,0.14922526817640047,0.3430274135876043,0.3573301549463647,0.0
695,S02001931,4926,62,2631,0,810,0,1485,1,0.5341047503045067,0.0,0.16443361753958588,0.0,0.30146163215590743
696,S02001932,9139,166,2114,823,4424,740,1038,3,0.23131633657949446,0.09005361636940584,0.48407922092132616,0.08097165991902834,0.11357916621074515
697,S02001933,4453,74,1153,770,2530,0,0,3,0.25892656635975747,0.1729171345160566,0.568156299124186,0.0,0.0
698,S02001934,2832,116,1013,0,600,1219,0,4,0.3576977401129944,0.0,0.211864406779661,0.4304378531073446,0.0
699,S02001935,4420,60,650,1215,783,779,993,2,0.14705882352941177,0.2748868778280543,0.17714932126696833,0.17624434389140273,0.2246606334841629
700,S02001936,6985,123,0,976,1377,2291,2341,5,0.0,0.13972798854688617,0.19713672154617037,0.3279885468861847,0.33514674302075875
701,S02001937,6449,54,0,664,2460,2554,771,4,0.0,0.10296169948829276,0.38145448906807256,0.3960303923088851,0.11955341913474957
702,S02001938,3416,70,2482,934,0,0,0,1,0.7265807962529274,0.2734192037470726,0.0,0.0,0.0
703,S02001939,5667,58,2597,752,0,1497,821,1,0.4582671607552497,0.13269807658373037,0.0,0.2641609317098994,0.14487383095112052
704,S02001940,4616,92,4616,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
705,S02001941,6987,116,2024,1622,2313,0,1028,3,0.2896808358379848,0.23214541290968943,0.3310433662516101,0.0,0.14713038500071562
706,S02001942,5812,186,4270,1542,0,0,0,1,0.7346868547832072,0.26531314521679283,0.0,0.0,0.0
707,S02001943,4190,132,4190,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
708,S02001944,3554,64,3554,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
709,S02001945,4093,766,1442,591,938,1122,0,1,0.3523088199364769,0.14439286586855607,0.22917175665770828,0.27412655753725873,0.0
710,S02001946,4031,158,2008,980,1043,0,0,1,0.49813941949888363,0.2431158521458695,0.2587447283552468,0.0,0.0
711,S02001947,3295,76,2417,878,0,0,0,1,0.7335356600910471,0.26646433990895296,0.0,0.0,0.0
712,S02001948,2742,54,2060,682,0,0,0,1,0.75127644055434,0.2487235594456601,0.0,0.0,0.0
713,S02001949,3619,48,3619,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
714,S02001950,6079,115,0,0,0,758,5321,5,0.0,0.0,0.0,0.124691561112025,0.875308438887975
715,S02001951,3795,49,0,0,767,0,3028,5,0.0,0.0,0.20210803689064558,0.0,0.7978919631093544
716,S02001952,5946,67,0,0,1127,3869,950,4,0.0,0.0,0.18953918600739994,0.6506895391860074,0.15977127480659267
717,S02001953,5715,97,1561,1040,844,2270,0,4,0.2731408573928259,0.18197725284339458,0.14768153980752405,0.39720034995625547,0.0
718,S02001954,4602,50,1016,0,1869,0,1717,3,0.2207735767057801,0.0,0.4061277705345502,0.0,0.3730986527596697
