_id,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
1263,S02002498,Whitburn Central,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1264,S02002499,"Whitburn, Croftmalloch and Greenrigg",S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1265,S02002500,Armadale,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1266,S02002501,Armadale South,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1267,S02002502,"Bathgate, Wester Inch and Inchcross",S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1268,S02002503,Bathgate and Boghall,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1269,S02002504,Bathgate East,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1270,S02002505,Bathgate West,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1271,S02002506,"Blackridge, Westfield and Torphichen",S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1272,S02002507,Linlithgow South,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1273,S02002508,Linlithgow Bridge,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1274,S02002509,Linlithgow North,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1275,S02002510,"Winchburgh, Bridgend and Philpstoun",S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1276,S02002511,Broxburn Kirkhill,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1277,S02002512,"Uphall, Dechmont and Ecclesmachan",S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1278,S02002513,Broxburn South,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
1279,S02002514,Broxburn East,S12000040,West Lothian,S37000030,West Lothian,S08000024,NHS Lothian,S92000003
